Trial,Channel,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
19,18,1507.02314269101,1803.90286624061,135.688848763832,296.8797235496
19,19,1513.02314269101,2038.67710432769,234.774238087086,525.653961636686
19,11,1874.60193898822,2269.32253460709,230.645430279394,394.720595618873
19,4,2287.32253460709,2506.33930037954,237.016765772456,219.016765772456
19,13,77,3101.52784431087,595.188543931323,3024.52784431087
19,16,95,3296.6078227014,195.079978390538,3201.6078227014
20,4,23,372.516249416984,372.516249416984,349.516249416984
20,10,426.516249416984,685.140628516103,312.624379099119,258.624379099119
20,5,396.516249416984,998.984079424654,313.843450908551,602.46783000767
20,20,119,1149.22865370034,150.244574275684,1030.22865370034
20,8,1388.84616074276,1674.3476824225,525.11902872216,285.501521679735
20,18,1758.3476824225,1878.16636140114,203.818678978644,119.818678978644
20,19,113,2106.94335158408,228.776990182935,1993.94335158408
20,13,2414.3406434054,2557.69767222373,450.75432063965,143.357028818325
20,7,41,2767.62876259509,209.931090371363,2726.62876259509
20,11,65,2833.58079977467,65.952037179582,2768.58079977467
20,9,3176.50397590417,3288.07481798112,454.49401820645,111.570842076949
21,10,59,322.48989069853,322.48989069853,263.48989069853
21,15,406.48989069853,597.213594692569,274.723703994039,190.723703994039
21,5,352.48989069853,797.665465059296,200.451870366727,445.175574360766
21,12,71,1364.53684551202,566.871380452722,1293.53684551202
21,1,5,1769.05296700847,404.516121496453,1764.05296700847
21,7,41,2280.3148146764,511.261847667932,2239.3148146764
21,11,65,2327.94887286379,47.6340581873828,2262.94887286379
21,4,23,2703.53378999287,375.584917129086,2680.53378999287
21,18,2608.53462669259,2913.65147603959,210.117686046715,305.116849346998
21,6,35,3043.12892033071,129.477444291121,3008.12892033071
22,7,41,409.723711438311,409.723711438311,368.723711438311
22,20,523.723711438311,607.815874669926,198.092163231615,84.0921632316154
22,15,493.723711438311,663.992121707343,56.1762470374167,170.268410269032
22,5,752.222474153126,1121.01869633984,457.026574632499,368.796222186716
22,10,1169.01869633984,1300.77227408168,179.753577741839,131.753577741839
22,4,1145.01869633984,1352.01473082205,51.242456740373,206.996034482212
22,18,107,1637.29773133954,285.283000517492,1530.29773133954
22,17,101,1773.2663938485,135.968662508959,1672.2663938485
22,12,1821.2663938485,2107.38070591625,334.11431206775,286.11431206775
22,9,53,2599.25464943408,491.873943517831,2546.25464943408
