Trial,Channel,IsDirectional,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
18,10,1,4546.45407538172,4780.91890443396,745.582723589654,234.46482905224
18,9,1,4540.45407538172,4947.50369408533,166.584789651375,407.049618703615
18,15,0,2393.99654510226,5484.46214257702,536.958448491689,3090.46559747476
18,18,0,2411.99654510226,5574.68589289196,90.2237503149354,3162.6893477897
18,11,1,5704.63728337236,6199.86161697396,625.175724082008,495.224333601603
18,14,1,750.877424458137,7222.65042211082,1022.78880513686,6471.77299765269
18,12,1,7657.60846940446,7862.0732984567,639.422876345882,204.46482905224
18,1,1,7627.60846940446,8100.22473691207,238.151438455362,472.616267507602
19,16,0,410,657.491175223883,657.491175223883,247.491175223883
19,5,1,700.875680664931,967.192614865108,309.701439641224,266.316934200177
19,15,1,760.875680664931,1138.49773695162,171.305122086515,377.622056286691
19,12,0,1373.60253924502,1568.76756991818,430.269832966557,195.165030673161
19,7,1,1734.85095611115,1895.56507944834,326.797509530161,160.714123337186
19,2,0,3023.4692178267,3305.84997889735,1410.28489944901,282.380761070652
19,17,1,3460.72037890975,3661.03731310992,355.18733421257,200.316934200177
19,18,1,3466.72037890975,3810.08546446334,149.048151353417,343.365085553593
19,6,1,4786.41983711785,5031.03256102216,1220.94709655882,244.612723904304
19,19,1,4498.34082947137,5813.20490803408,782.172347011923,1314.86407856271
19,3,1,3976.18281417841,6159.96405410176,346.759146067679,2183.78123992335
19,20,1,4036.18281417841,6778.61101607284,618.646961971082,2742.42820189443
19,11,1,3442.72037890975,7138.3081420407,359.697125967854,3695.58776313095
19,8,1,7303.10036536623,7519.56519441847,381.257052377777,216.46482905224
19,14,1,7986.27463101157,8188.44367035969,668.878475941212,202.169039348111
20,14,0,398,647.683513021301,647.683513021301,249.683513021301
20,8,0,1031.30768184534,1337.05480413261,689.371291111311,305.747122287273
20,20,1,983.307681845339,1647.64845001981,310.593645887197,664.34076817447
20,13,1,4213.79521099883,4460.70372460727,2813.05527458746,246.908513608433
20,11,1,4689.72234594525,4866.27730902714,405.573584419877,176.554963081888
20,7,0,2690.93622780914,6298.2785338949,1432.00122486776,3607.34230608576
20,16,1,6750.87683216138,6876.77771014993,578.499176255033,125.900877988555
20,5,1,6714.87683216138,6975.87990752713,99.1021973771958,261.003075365751
20,18,1,6486.7978245149,7225.74739998145,249.867492454316,738.949575466548
20,4,1,6145.68769974055,7548.21958641622,322.472186434778,1402.53188667567
